region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g00534	5149311	5154315	+	0	Vitvi02g00534	XP_002271142.1PREDICTED: uncharacterized protein LOC100255799 isoform X1	2.000000
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g01443	5156093	5157690	-	0	Vitvi02g01443	RVW50545.1hypothetical protein CK203_074481	
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g04160	5194328	5194525	+	0	Vitvi02g04160	CAN71258.1hypothetical protein VITISV_043225	
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g00538	5203867	5206131	-	0	Vitvi02g00538	XP_002266701.1PREDICTED: uncharacterized protein LOC100262529	1.000000
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g04161	5208717	5209263	-	0	Vitvi02g04161	CAN71256.1hypothetical protein VITISV_043223	
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g01445	5209285	5209626	-	0	Vitvi02g01445	XP_034707091.1LOW QUALITY PROTEIN: uncharacterized protein LOC117930556	
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g00540	5209694	5210635	-	0	Vitvi02g00540	CAN71255.1hypothetical protein VITISV_043222	1.000000
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g00541	5213268	5223024	+	0	Vitvi02g00541	XP_010662430.1PREDICTED: uncharacterized protein LOC100255681	2.000000
2:5150000-5300000	2	5150000	5300000	98	0.290649	0.331396	Vitvi02g00543	5229168	5229816	+	0	Vitvi02g00543	XP_010662446.1PREDICTED: uncharacterized protein LOC100266073	1.000000
4:1050000-1200000	4	1050000	1200000	146	0.274170	0.325497	Vitvi04g00116	1094688	1099340	-	0	Vitvi04g00116	XP_010648360.1PREDICTED: uncharacterized protein LOC100255893 isoform X3	1.000000
4:1050000-1200000	4	1050000	1200000	146	0.274170	0.325497	Vitvi04g00129	1190739	1191317	+	0	Vitvi04g00129	XP_010648367.1PREDICTED: uncharacterized protein At4g33100	
4:1050000-1200000	4	1050000	1200000	146	0.274170	0.325497	Vitvi04g00131	1196953	1197667	+	0	Vitvi04g00131	CAN73666.1hypothetical protein VITISV_012141	4.000000
4:1050000-1200000	4	1050000	1200000	146	0.274170	0.325497	Vitvi04g01789	1045829	1046359	+	3641	Vitvi04g01789	CAN63091.1hypothetical protein VITISV_032018	4.000000
1:11100000-11300000	1	11100000	11300000	254	0.273868	0.317402	Vitvi01g00935	11170569	11187423	-	0	Vitvi01g00935	XP_002277155.2PREDICTED: uncharacterized protein LOC100246806	
1:11100000-11300000	1	11100000	11300000	254	0.273868	0.317402	Vitvi01g00937	11215486	11222457	-	0	Vitvi01g00937	XP_002270296.1PREDICTED: uncharacterized protein LOC100258796	6.000000
1:11100000-11300000	1	11100000	11300000	254	0.273868	0.317402	Vitvi01g00928	11088814	11094122	-	5878	Vitvi01g00928	XP_002276462.1PREDICTED: uncharacterized protein LOC100258620 isoform X1	
14:27950000-28050000	14	27950000	28050000	97	0.269566	0.299852	Vitvi14g01736	27966291	27975245	-	0	Vitvi14g01736	XP_002273842.1PREDICTED: uncharacterized protein LOC100247330 isoform X1	1.000000
14:27950000-28050000	14	27950000	28050000	97	0.269566	0.299852	Vitvi14g04627	27947531	27947800	-	2200	Vitvi14g04627	KAF3444629.1hypothetical protein FNV43_RR14322	
14:17350000-17450000	14	17350000	17450000	86	0.264552	0.291708	Vitvi14g04384	17379479	17380123	-	0	Vitvi14g04384	CAN67430.1hypothetical protein VITISV_001289	2.000000
