region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
1:11100000-11300000	1	11100000	11300000	208	0.351228	0.443065	Vitvi01g00935	11170569	11187423	-	0	Vitvi01g00935	XP_002277155.2PREDICTED: uncharacterized protein LOC100246806	
1:11100000-11300000	1	11100000	11300000	208	0.351228	0.443065	Vitvi01g00937	11215486	11222457	-	0	Vitvi01g00937	XP_002270296.1PREDICTED: uncharacterized protein LOC100258796	6.000000
1:11100000-11300000	1	11100000	11300000	208	0.351228	0.443065	Vitvi01g00928	11088814	11094122	-	5878	Vitvi01g00928	XP_002276462.1PREDICTED: uncharacterized protein LOC100258620 isoform X1	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g01827	27706569	27708102	+	0	Vitvi13g01827	XP_019080085.1PREDICTED: uncharacterized protein LOC100251191	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g04765	27712534	27713118	-	0	Vitvi13g04765	RVW93621.1hypothetical protein CK203_028860	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g04766	27713873	27714313	-	0	Vitvi13g04766	RVW93622.1hypothetical protein CK203_028861	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g04767	27714948	27715659	-	0	Vitvi13g04767	RVW93619.1hypothetical protein CK203_028862	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g01825	27716978	27718060	+	0	Vitvi13g01825	XP_002268131.1PREDICTED: uncharacterized protein LOC100261320	1.000000
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g01818	27766022	27766993	+	0	Vitvi13g01818	XP_002268287.2PREDICTED: uncharacterized protein LOC100240833	
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g02569	27769820	27772622	+	0	Vitvi13g02569	XP_002268328.1PREDICTED: uncharacterized protein LOC100263099	2.000000
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g04769	27795991	27796924	-	0	Vitvi13g04769	CAN75879.1hypothetical protein VITISV_024452	3.000000
13:27700000-27800000	13	27700000	27800000	66	0.324076	0.371547	Vitvi13g04770	27804445	27807976	-	4445	Vitvi13g04770	CAN75878.1hypothetical protein VITISV_024451	
6:20450000-20550000	6	20450000	20550000	143	0.311914	0.351901	Vitvi06g04443	20489150	20489368	-	0	Vitvi06g04443	CAN62126.1hypothetical protein VITISV_037579	5.000000
6:20450000-20550000	6	20450000	20550000	143	0.311914	0.351901	Vitvi06g01962	20492250	20499693	+	0	Vitvi06g01962	XP_002275041.1PREDICTED: uncharacterized protein At2g27730, mitochondrial	1.000000
6:20450000-20550000	6	20450000	20550000	143	0.311914	0.351901	Vitvi06g01505	20536700	20537254	-	0	Vitvi06g01505	XP_002274717.1PREDICTED: uncharacterized protein LOC100265664	1.000000
6:20450000-20550000	6	20450000	20550000	143	0.311914	0.351901	Vitvi06g01963	20556476	20558284	-	6476	Vitvi06g01963	XP_010651875.1PREDICTED: uncharacterized protein LOC104879734	1.000000
6:15500000-15550000	6	15500000	15550000	52	0.346421	0.346421	Vitvi06g04333	15505320	15505637	-	0	Vitvi06g04333	CAN73398.1hypothetical protein VITISV_016436	
6:15500000-15550000	6	15500000	15550000	52	0.346421	0.346421	Vitvi06g04334	15508055	15510364	-	0	Vitvi06g04334	CAN73398.1hypothetical protein VITISV_016436	
6:15500000-15550000	6	15500000	15550000	52	0.346421	0.346421	Vitvi06g01169	15523341	15548606	+	0	Vitvi06g01169	XP_002262814.2PREDICTED: uncharacterized protein LOC100263388 isoform X1	3.000000
1:11500000-11600000	1	11500000	11600000	154	0.302014	0.336887	Vitvi01g00957	11593030	11593635	-	0	Vitvi01g00957	XP_002277007.1PREDICTED: uncharacterized protein LOC100263597	1.000000
1:11500000-11600000	1	11500000	11600000	154	0.302014	0.336887	Vitvi01g00950	11491102	11493208	+	6792	Vitvi01g00950	XP_010652339.2PREDICTED: uncharacterized protein LOC104879808	
8:12600000-12700000	8	12600000	12700000	60	0.309422	0.335762	Vitvi08g02137	12672635	12672814	-	0	Vitvi08g02137	XP_010653604.1PREDICTED: uncharacterized protein LOC104880065	4.000000
11:3250000-3300000	11	3250000	3300000	48	0.333887	0.333887	Vitvi11g01404	3250711	3251510	-	0	Vitvi11g01404	XP_010656330.1PREDICTED: uncharacterized protein LOC104880646	
11:3250000-3300000	11	3250000	3300000	48	0.333887	0.333887	Vitvi11g01405	3254041	3257583	+	0	Vitvi11g01405	XP_002281062.2PREDICTED: uncharacterized protein LOC100257802 isoform X1	
11:3250000-3300000	11	3250000	3300000	48	0.333887	0.333887	Vitvi11g00346	3262777	3268859	+	0	Vitvi11g00346	XP_010656332.1PREDICTED: uncharacterized protein LOC104880647	1.000000
11:3250000-3300000	11	3250000	3300000	48	0.333887	0.333887	Vitvi11g01406	3268938	3269771	+	0	Vitvi11g01406	XP_010656333.1PREDICTED: uncharacterized protein LOC100247556	
11:3250000-3300000	11	3250000	3300000	48	0.333887	0.333887	Vitvi11g04071	3286546	3286764	+	0	Vitvi11g04071	XP_034699269.1uncharacterized protein LOC117924676	
6:20650000-20750000	6	20650000	20750000	113	0.293559	0.332095	Vitvi06g01968	20655122	20661680	-	0	Vitvi06g01968	XP_010651870.1PREDICTED: uncharacterized protein LOC104879730	
6:20650000-20750000	6	20650000	20750000	113	0.293559	0.332095	Vitvi06g01512	20691144	20695229	+	0	Vitvi06g01512	XP_002274347.1PREDICTED: uncharacterized protein LOC100253575	
6:20650000-20750000	6	20650000	20750000	113	0.293559	0.332095	Vitvi06g01513	20703085	20704164	+	0	Vitvi06g01513	XP_002274217.1PREDICTED: uncharacterized protein LOC100258720	
6:20650000-20750000	6	20650000	20750000	113	0.293559	0.332095	Vitvi06g01508	20642259	20643980	-	6020	Vitvi06g01508	XP_010651871.1PREDICTED: uncharacterized protein LOC104879731	1.000000
1:10700000-10750000	1	10700000	10750000	48	0.323103	0.323103	Vitvi01g00902	10709255	10715182	+	0	Vitvi01g00902	XP_002274433.2PREDICTED: uncharacterized protein LOC100257102 isoform X1	
1:10700000-10750000	1	10700000	10750000	48	0.323103	0.323103	Vitvi01g00905	10721936	10722130	+	0	Vitvi01g00905	RVX02307.1Retrovirus-related Pol polyprotein from transposon RE2	
1:10700000-10750000	1	10700000	10750000	48	0.323103	0.323103	Vitvi01g00908	10740677	10757208	-	0	Vitvi01g00908	XP_002269144.1PREDICTED: uncharacterized protein LOC100248339	
14:17900000-18000000	14	17900000	18000000	231	0.308777	0.322189	Vitvi14g00994	17968506	17983501	+	0	Vitvi14g00994	RVW45750.1hypothetical protein CK203_094985	1.000000
4:17400000-17450000	4	17400000	17450000	37	0.321446	0.321446	Vitvi04g04320	17400172	17400414	-	0	Vitvi04g04320	OVA08797.1hypothetical protein BVC80_8801g24	1.000000
4:17400000-17450000	4	17400000	17450000	37	0.321446	0.321446	Vitvi04g01194	17397158	17399954	+	46	Vitvi04g01194	XP_002276904.1PREDICTED: uncharacterized protein LOC100244442	
1:10900000-10950000	1	10900000	10950000	26	0.313145	0.313145	Vitvi01g00916	10900295	10901456	-	0	Vitvi01g00916	XP_003631284.1PREDICTED: uncharacterized protein At1g27050	1.000000
1:10900000-10950000	1	10900000	10950000	26	0.313145	0.313145	Vitvi01g00917	10905489	10907098	+	0	Vitvi01g00917	XP_003631283.1PREDICTED: uncharacterized protein LOC100853229	2.000000
6:6500000-6550000	6	6500000	6550000	27	0.309064	0.309064	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	27	0.309064	0.309064	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2.000000
8:22050000-22200000	8	22050000	22200000	60	0.284894	0.307688	Vitvi08g01923	22043049	22044934	+	5066	Vitvi08g01923	XP_010653771.1PREDICTED: uncharacterized protein LOC100255467	1.000000
13:25850000-25900000	13	25850000	25900000	36	0.307340	0.307340	Vitvi13g01643	25908808	25913197	-	8808	Vitvi13g01643	XP_002273809.1PREDICTED: uncharacterized protein LOC100255155	
3:350000-500000	3	350000	500000	64	0.289040	0.301689	Vitvi03g00025	393505	405154	-	0	Vitvi03g00025	XP_010647682.1PREDICTED: uncharacterized protein LOC100247047	
