region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
13:6100000-6150000	13	6100000	6150000	28	0.413369	0.413369	Vitvi13g00636	6112819	6116314	+	0	Vitvi13g00636	XP_002271854.1PREDICTED: uncharacterized protein C24H6.02c	6.000000
6:6500000-6550000	6	6500000	6550000	29	0.408736	0.408736	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	29	0.408736	0.408736	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2.000000
11:10500000-10600000	11	10500000	10600000	109	0.340451	0.393767	Vitvi11g01523	10550300	10550755	+	0	Vitvi11g01523	XP_010656661.1PREDICTED: uncharacterized protein LOC104880721	1.000000
11:10500000-10600000	11	10500000	10600000	109	0.340451	0.393767	Vitvi11g01525	10584511	10584726	+	0	Vitvi11g01525	XP_010656649.1PREDICTED: uncharacterized protein LOC104880716	1.000000
18:21250000-21300000	18	21250000	21300000	33	0.370126	0.370126	Vitvi18g04404	21283315	21283838	-	0	Vitvi18g04404	CAN69701.1hypothetical protein VITISV_020317	
11:10850000-10900000	11	10850000	10900000	28	0.363378	0.363378	Vitvi11g04213	10863767	10889304	+	0	Vitvi11g04213	XP_019078583.1PREDICTED: uncharacterized protein LOC100267284	
11:10850000-10900000	11	10850000	10900000	28	0.363378	0.363378	Vitvi11g04214	10893701	10893982	+	0	Vitvi11g04214	RVW84738.1hypothetical protein CK203_046707	1.000000
6:20450000-20500000	6	20450000	20500000	54	0.360444	0.360444	Vitvi06g04443	20489150	20489368	-	0	Vitvi06g04443	CAN62126.1hypothetical protein VITISV_037579	5.000000
6:20450000-20500000	6	20450000	20500000	54	0.360444	0.360444	Vitvi06g01962	20492250	20499693	+	0	Vitvi06g01962	XP_002275041.1PREDICTED: uncharacterized protein At2g27730, mitochondrial	1.000000
18:6750000-6800000	18	6750000	6800000	45	0.342505	0.342505	Vitvi18g00598	6798247	6800945	+	0	Vitvi18g00598	XP_002285542.1PREDICTED: uncharacterized protein LOC100245533	
18:6750000-6800000	18	6750000	6800000	45	0.342505	0.342505	Vitvi18g02621	6808023	6808475	-	8023	Vitvi18g02621	CAN62370.1hypothetical protein VITISV_001849	1.000000
12:20200000-20250000	12	20200000	20250000	29	0.340549	0.340549	Vitvi12g04552	20209091	20209294	-	0	Vitvi12g04552	RVW76000.1hypothetical protein CK203_052803	3.000000
7:2300000-2350000	7	2300000	2350000	22	0.333441	0.333441	Vitvi07g00202	2349613	2352823	+	0	Vitvi07g00202	XP_002271044.2PREDICTED: uncharacterized protein LOC100247717	3.000000
1:3250000-3400000	1	3250000	3400000	93	0.298093	0.331441	Vitvi01g04070	3283388	3283759	+	0	Vitvi01g04070	CAN65480.1hypothetical protein VITISV_030746	
1:3250000-3400000	1	3250000	3400000	93	0.298093	0.331441	Vitvi01g00299	3327986	3328939	-	0	Vitvi01g00299	XP_002283553.1PREDICTED: uncharacterized protein LOC100244058	
1:3250000-3400000	1	3250000	3400000	93	0.298093	0.331441	Vitvi01g00305	3404765	3405966	+	4765	Vitvi01g00305	XP_010645929.1PREDICTED: uncharacterized protein LOC104877974	
1:3250000-3400000	1	3250000	3400000	93	0.298093	0.331441	Vitvi01g00306	3408816	3411829	-	8816	Vitvi01g00306	XP_002279484.2PREDICTED: uncharacterized protein LOC100244117	
1:3250000-3400000	1	3250000	3400000	93	0.298093	0.331441	Vitvi01g01938	3238410	3240857	-	9143	Vitvi01g01938	XP_002282662.1PREDICTED: uncharacterized protein LOC100266248	
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g04424	22604533	22605543	+	0	Vitvi18g04424	RVW48828.1hypothetical protein CK203_103544	1.000000
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g02971	22611947	22621350	+	0	Vitvi18g02971	XP_010665147.1PREDICTED: uncharacterized protein LOC104882684 isoform X4	
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g02975	22653503	22666504	-	0	Vitvi18g02975	XP_002266417.1PREDICTED: uncharacterized protein LOC100267465	10.000000
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g01637	22748383	22749564	+	0	Vitvi18g01637	XP_010665134.1PREDICTED: uncharacterized protein LOC104882680	1.000000
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g02979	22755029	22756085	+	0	Vitvi18g02979	XP_010665133.1PREDICTED: uncharacterized protein LOC104882679	
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g02980	22763761	22764767	+	0	Vitvi18g02980	XP_010665132.1PREDICTED: uncharacterized protein LOC104882678 isoform X2	1.000000
18:22600000-22800000	18	22600000	22800000	183	0.308798	0.323695	Vitvi18g01640	22781203	22796837	-	0	Vitvi18g01640	XP_002267235.1PREDICTED: uncharacterized protein LOC100252073	1.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g04060	3777506	3778153	-	0	Vitvi18g04060	RVX22460.1hypothetical protein CK203_012633	1.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g00342	3805727	3807172	-	0	Vitvi18g00342	XP_002285822.2PREDICTED: uncharacterized protein LOC100245399	1.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g00345	3826723	3835596	-	0	Vitvi18g00345	XP_002285821.1PREDICTED: uncharacterized protein LOC100250529 isoform X1	1.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g04063	3854106	3857478	+	0	Vitvi18g04063	XP_010664275.1PREDICTED: uncharacterized protein LOC100247254	
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g00348	3858230	3873245	-	0	Vitvi18g00348	XP_002285818.1PREDICTED: uncharacterized protein LOC100260778 isoform X2	4.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g00349	3875100	3880385	-	0	Vitvi18g00349	XP_002285817.1PREDICTED: uncharacterized protein At4g37920, chloroplastic	2.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g00351	3887884	3891630	+	0	Vitvi18g00351	XP_002284291.3PREDICTED: uncharacterized protein LOC100257505	2.000000
18:3750000-3900000	18	3750000	3900000	84	0.304028	0.320840	Vitvi18g04065	3905850	3906080	+	5850	Vitvi18g04065	KAE8077364.1hypothetical protein FH972_015935	
14:17950000-18000000	14	17950000	18000000	84	0.320366	0.320366	Vitvi14g00994	17968506	17983501	+	0	Vitvi14g00994	RVW45750.1hypothetical protein CK203_094985	1.000000
11:7400000-7450000	11	7400000	7450000	25	0.317370	0.317370	Vitvi11g00655	7417891	7423027	-	0	Vitvi11g00655	XP_002262851.1PREDICTED: uncharacterized protein LOC100257374	
11:7400000-7450000	11	7400000	7450000	25	0.317370	0.317370	Vitvi11g00661	7458204	7464396	-	8204	Vitvi11g00661	XP_010656587.1PREDICTED: uncharacterized protein LOC100257638 isoform X3	
8:13850000-13900000	8	13850000	13900000	20	0.316472	0.316472	Vitvi08g01107	13820246	13852391	-	0	Vitvi08g01107	XP_010653495.1PREDICTED: uncharacterized protein LOC100249942 isoform X3	
8:13850000-13900000	8	13850000	13900000	20	0.316472	0.316472	Vitvi08g04198	13900485	13901298	-	485	Vitvi08g04198	RVW39759.1hypothetical protein CK203_074679	
1:9850000-9900000	1	9850000	9900000	42	0.315367	0.315367	Vitvi01g02091	9852407	9865416	-	0	Vitvi01g02091	XP_002269008.1PREDICTED: uncharacterized protein LOC100267269	
14:8800000-8850000	14	8800000	8850000	29	0.312867	0.312867	Vitvi14g02699	8814204	8815473	+	0	Vitvi14g02699	XP_010660111.1PREDICTED: uncharacterized protein LOC100246190	
14:8800000-8850000	14	8800000	8850000	29	0.312867	0.312867	Vitvi14g04218	8816486	8816815	-	0	Vitvi14g04218	CAN81478.1hypothetical protein VITISV_007205	
14:8800000-8850000	14	8800000	8850000	29	0.312867	0.312867	Vitvi14g02700	8820577	8821479	+	0	Vitvi14g02700	XP_002268752.1PREDICTED: uncharacterized protein LOC100258207	
