region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
6:6500000-6550000	6	6500000	6550000	30	0.288985	0.288985	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	30	0.288985	0.288985	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g01827	27706569	27708102	+	0	Vitvi13g01827	XP_019080085.1PREDICTED: uncharacterized protein LOC100251191	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04765	27712534	27713118	-	0	Vitvi13g04765	RVW93621.1hypothetical protein CK203_028860	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04766	27713873	27714313	-	0	Vitvi13g04766	RVW93622.1hypothetical protein CK203_028861	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04767	27714948	27715659	-	0	Vitvi13g04767	RVW93619.1hypothetical protein CK203_028862	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g01825	27716978	27718060	+	0	Vitvi13g01825	XP_002268131.1PREDICTED: uncharacterized protein LOC100261320	1.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g01818	27766022	27766993	+	0	Vitvi13g01818	XP_002268287.2PREDICTED: uncharacterized protein LOC100240833	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g02569	27769820	27772622	+	0	Vitvi13g02569	XP_002268328.1PREDICTED: uncharacterized protein LOC100263099	2.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04769	27795991	27796924	-	0	Vitvi13g04769	CAN75879.1hypothetical protein VITISV_024452	3.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04770	27804445	27807976	-	0	Vitvi13g04770	CAN75878.1hypothetical protein VITISV_024451	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04772	27811342	27812462	-	0	Vitvi13g04772	CAN60967.1hypothetical protein VITISV_017509	1.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04774	27824875	27828966	-	0	Vitvi13g04774	RVW93547.1hypothetical protein CK203_028882	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g02560	27831385	27831909	-	0	Vitvi13g02560	RVW93548.1hypothetical protein CK203_028883	
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04775	27832397	27836806	+	0	Vitvi13g04775	RVW97193.1Transposon Tf2-12 polyprotein	8.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04776	27837204	27841612	+	0	Vitvi13g04776	RVW97193.1Transposon Tf2-12 polyprotein	8.000000
13:27700000-27850000	13	27700000	27850000	107	0.223529	0.238913	Vitvi13g04777	27846741	27849577	-	0	Vitvi13g04777	CAN60967.1hypothetical protein VITISV_017509	2.000000
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g00534	5149311	5154315	+	0	Vitvi02g00534	XP_002271142.1PREDICTED: uncharacterized protein LOC100255799 isoform X1	2.000000
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g01443	5156093	5157690	-	0	Vitvi02g01443	RVW50545.1hypothetical protein CK203_074481	
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g04160	5194328	5194525	+	0	Vitvi02g04160	CAN71258.1hypothetical protein VITISV_043225	
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g00538	5203867	5206131	-	0	Vitvi02g00538	XP_002266701.1PREDICTED: uncharacterized protein LOC100262529	1.000000
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g04161	5208717	5209263	-	0	Vitvi02g04161	CAN71256.1hypothetical protein VITISV_043223	
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g01445	5209285	5209626	-	0	Vitvi02g01445	XP_034707091.1LOW QUALITY PROTEIN: uncharacterized protein LOC117930556	
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g00540	5209694	5210635	-	0	Vitvi02g00540	CAN71255.1hypothetical protein VITISV_043222	1.000000
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g00541	5213268	5223024	+	0	Vitvi02g00541	XP_010662430.1PREDICTED: uncharacterized protein LOC100255681	2.000000
2:5150000-5300000	2	5150000	5300000	148	0.207745	0.235075	Vitvi02g00543	5229168	5229816	+	0	Vitvi02g00543	XP_010662446.1PREDICTED: uncharacterized protein LOC100266073	1.000000
9:2300000-2350000	9	2300000	2350000	57	0.233090	0.233090	Vitvi09g00216	2348042	2354024	+	0	Vitvi09g00216	XP_010654562.1PREDICTED: uncharacterized protein At1g51745 isoform X2	
17:7500000-7650000	17	7500000	7650000	89	0.206988	0.230122	Vitvi17g00597	7517305	7522167	+	0	Vitvi17g00597	XP_002284929.1PREDICTED: uncharacterized protein LOC100260374	
17:7500000-7650000	17	7500000	7650000	89	0.206988	0.230122	Vitvi17g00603	7560678	7568469	-	0	Vitvi17g00603	XP_002284912.1PREDICTED: uncharacterized protein LOC100250124	4.000000
17:7500000-7650000	17	7500000	7650000	89	0.206988	0.230122	Vitvi17g04167	7628546	7629018	-	0	Vitvi17g04167	CAN79860.1hypothetical protein VITISV_035905	
