region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04190	7174310	7175521	-	0	Vitvi14g04190	RVW40735.1hypothetical protein CK203_099847	
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04191	7175615	7176442	-	0	Vitvi14g04191	CAN69053.1hypothetical protein VITISV_022963	
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04192	7347373	7347768	+	0	Vitvi14g04192	RVW96054.1hypothetical protein CK203_027629	
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04193	7372855	7373710	-	0	Vitvi14g04193	RVW38126.1hypothetical protein CK203_091262	
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04194	7381502	7381837	+	0	Vitvi14g04194	CAN79152.1hypothetical protein VITISV_041574	5.000000
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04195	7385699	7386794	+	0	Vitvi14g04195	RVW38147.1hypothetical protein CK203_091258	
14:7100000-7500000	14	7100000	7500000	267	0.200316	0.268384	Vitvi14g04189	7098290	7098571	+	1429	Vitvi14g04189	CAN75828.1hypothetical protein VITISV_002818	
14:13350000-13400000	14	13350000	13400000	23	0.245090	0.245090	Vitvi14g00789	13341818	13342285	-	7715	Vitvi14g00789	CAN75415.1hypothetical protein VITISV_003066	2.000000
11:1000000-1050000	11	1000000	1050000	26	0.222326	0.222326	Vitvi11g00091	981429	996786	+	3214	Vitvi11g00091	XP_002279372.1PREDICTED: uncharacterized protein LOC100257610	1.000000
5:12050000-12100000	5	12050000	12100000	41	0.214902	0.214902	Vitvi05g04245	12072512	12073351	+	0	Vitvi05g04245	RVX06585.1LINE-1 reverse transcriptase-like	2.000000
5:12050000-12100000	5	12050000	12100000	41	0.214902	0.214902	Vitvi05g04246	12079816	12080772	-	0	Vitvi05g04246	RVW42233.1hypothetical protein CK203_096562	
5:12050000-12100000	5	12050000	12100000	41	0.214902	0.214902	Vitvi05g04247	12103318	12110120	-	3318	Vitvi05g04247	CAN82765.1hypothetical protein VITISV_037878	
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g00579	7345542	7356006	-	0	Vitvi17g00579	XP_002275470.1PREDICTED: uncharacterized protein LOC100250065 isoform X1	1.000000
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g04158	7432286	7432510	+	0	Vitvi17g04158	XP_034675554.1uncharacterized protein LOC117906573	
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g00597	7517305	7522167	+	0	Vitvi17g00597	XP_002284929.1PREDICTED: uncharacterized protein LOC100260374	
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g00603	7560678	7568469	-	0	Vitvi17g00603	XP_002284912.1PREDICTED: uncharacterized protein LOC100250124	4.000000
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g04167	7628546	7629018	-	0	Vitvi17g04167	CAN79860.1hypothetical protein VITISV_035905	
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g00612	7629184	7634728	-	0	Vitvi17g00612	XP_002284877.1PREDICTED: uncharacterized protein LOC100262165	3.000000
17:7250000-7650000	17	7250000	7650000	327	0.185037	0.212812	Vitvi17g04168	7636106	7636602	-	0	Vitvi17g04168	RVW49590.1hypothetical protein CK203_076795	
1:12900000-12950000	1	12900000	12950000	53	0.207984	0.207984	Vitvi01g01048	12905846	12906870	-	0	Vitvi01g01048	XP_002271277.1PREDICTED: uncharacterized protein LOC100241338	1.000000
1:23150000-23200000	1	23150000	23200000	27	0.205312	0.205312	Vitvi01g01726	23202371	23212853	+	2371	Vitvi01g01726	XP_002263726.1PREDICTED: uncharacterized protein At2g33490 isoform X1	3.000000
14:13700000-13750000	14	13700000	13750000	76	0.203612	0.203612	Vitvi14g02784	13651639	13742859	+	0	Vitvi14g02784	XP_010660287.1PREDICTED: uncharacterized protein LOC100263535 isoform X1	1.000000
14:13700000-13750000	14	13700000	13750000	76	0.203612	0.203612	Vitvi14g00800	13754710	13780057	-	4710	Vitvi14g00800	XP_002264925.1PREDICTED: uncharacterized protein LOC100258393 isoform X1	
18:13450000-13500000	18	13450000	13500000	43	0.197678	0.197678	Vitvi18g01220	13469320	13477715	+	0	Vitvi18g01220	XP_002265589.1PREDICTED: uncharacterized protein LOC100262493	2.000000
10:11750000-11800000	10	11750000	11800000	61	0.195553	0.195553	Vitvi10g04447	11791381	11791554	+	0	Vitvi10g04447	CAN60866.1hypothetical protein VITISV_015321	
5:21050000-21100000	5	21050000	21100000	50	0.194410	0.194410	Vitvi05g01395	21090267	21118719	+	0	Vitvi05g01395	XP_010650474.2PREDICTED: uncharacterized protein At3g49140 isoform X1	
1:1100000-1250000	1	1100000	1250000	64	0.181768	0.188285	Vitvi01g04023	1100560	1100835	-	0	Vitvi01g04023	CAN83131.1hypothetical protein VITISV_029539	2.000000
1:1100000-1250000	1	1100000	1250000	64	0.181768	0.188285	Vitvi01g04025	1104399	1107284	-	0	Vitvi01g04025	XP_034682215.1uncharacterized protein LOC117911895	1.000000
1:1100000-1250000	1	1100000	1250000	64	0.181768	0.188285	Vitvi01g01865	1184196	1184783	-	0	Vitvi01g01865	XP_003631245.1PREDICTED: uncharacterized protein LOC100855161	
1:1100000-1250000	1	1100000	1250000	64	0.181768	0.188285	Vitvi01g00111	1235221	1236808	-	0	Vitvi01g00111	XP_002275249.1PREDICTED: uncharacterized protein LOC100268160	3.000000
10:9100000-9150000	10	9100000	9150000	52	0.186619	0.186619	Vitvi10g04399	9148159	9148594	+	0	Vitvi10g04399	RVW47412.1hypothetical protein CK203_098396	
3:1850000-1900000	3	1850000	1900000	26	0.182464	0.182464	Vitvi03g01401	1851368	1853483	-	0	Vitvi03g01401	RVW38582.1hypothetical protein CK203_075584	1.000000
3:1850000-1900000	3	1850000	1900000	26	0.182464	0.182464	Vitvi03g00158	1860022	1860680	+	0	Vitvi03g00158	XP_003631541.1PREDICTED: uncharacterized protein LOC100246973	
9:23000000-23050000	9	23000000	23050000	78	0.181564	0.181564	Vitvi09g01372	23009480	23014496	+	0	Vitvi09g01372	XP_019077968.1PREDICTED: uncharacterized protein LOC100253108 isoform X3	
9:750000-800000	9	750000	800000	35	0.177851	0.177851	Vitvi09g00083	777278	777769	+	0	Vitvi09g00083	XP_002272652.1PREDICTED: uncharacterized protein LOC100246433	
9:750000-800000	9	750000	800000	35	0.177851	0.177851	Vitvi09g04019	778367	778699	+	0	Vitvi09g04019	XP_034696145.1uncharacterized protein LOC117922208	
9:750000-800000	9	750000	800000	35	0.177851	0.177851	Vitvi09g04020	781842	782030	+	0	Vitvi09g04020	CAN60675.1hypothetical protein VITISV_019778	3.000000
9:750000-800000	9	750000	800000	35	0.177851	0.177851	Vitvi09g00077	738564	740731	+	9269	Vitvi09g00077	XP_002272362.1PREDICTED: uncharacterized protein LOC100256554 isoform X1	
17:8250000-8300000	17	8250000	8300000	39	0.176935	0.176935	Vitvi17g00671	8284325	8291128	+	0	Vitvi17g00671	XP_019082192.1PREDICTED: uncharacterized protein LOC100257067 isoform X1	
18:13800000-13850000	18	13800000	13850000	90	0.172699	0.172699	Vitvi18g01252	13805800	13812872	+	0	Vitvi18g01252	XP_002278020.1PREDICTED: uncharacterized protein LOC100253998 isoform X2	1.000000
5:21350000-21400000	5	21350000	21400000	95	0.172455	0.172455	Vitvi05g04393	21350368	21351167	-	0	Vitvi05g04393	CAN77475.1hypothetical protein VITISV_041111	
5:21350000-21400000	5	21350000	21400000	95	0.172455	0.172455	Vitvi05g01421	21405972	21412388	-	5972	Vitvi05g01421	XP_003632065.1PREDICTED: uncharacterized protein LOC100854590 isoform X1	1.000000
17:9250000-9400000	17	9250000	9400000	147	0.168062	0.172388	Vitvi17g00734	9366187	9371358	+	0	Vitvi17g00734	XP_002283743.1PREDICTED: uncharacterized protein LOC100263922	1.000000
12:2450000-2500000	12	2450000	2500000	102	0.170717	0.170717	Vitvi12g04045	2486510	2487051	-	0	Vitvi12g04045	CAN67475.1hypothetical protein VITISV_006416	2.000000
3:950000-1050000	3	950000	1050000	132	0.166128	0.169048	Vitvi03g04027	951180	951458	-	0	Vitvi03g04027	RVW36532.1hypothetical protein CK203_072772	4.000000
3:950000-1050000	3	950000	1050000	132	0.166128	0.169048	Vitvi03g04030	977087	977467	+	0	Vitvi03g04030	CAN65267.1hypothetical protein VITISV_040134	
3:950000-1050000	3	950000	1050000	132	0.166128	0.169048	Vitvi03g04035	1051801	1052374	-	1801	Vitvi03g04035	CAN69937.1hypothetical protein VITISV_038781	
3:2500000-2650000	3	2500000	2650000	79	0.165154	0.168742	Vitvi03g01438	2499536	2500429	-	0	Vitvi03g01438	XP_002281652.1PREDICTED: uncharacterized protein LOC100255496	
3:2500000-2650000	3	2500000	2650000	79	0.165154	0.168742	Vitvi03g01440	2504255	2505151	-	0	Vitvi03g01440	XP_002281682.1PREDICTED: uncharacterized protein LOC100250318	
3:2500000-2650000	3	2500000	2650000	79	0.165154	0.168742	Vitvi03g01442	2508665	2509558	-	0	Vitvi03g01442	RVX12405.1hypothetical protein CK203_010445	
3:2500000-2650000	3	2500000	2650000	79	0.165154	0.168742	Vitvi03g01444	2512320	2513216	+	0	Vitvi03g01444	XP_002281715.1PREDICTED: uncharacterized protein LOC100267495	
