region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g00486	5288761	5294900	+	0	Vitvi03g00486	XP_002282055.1PREDICTED: uncharacterized protein LOC100245307	1.000000
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g04225	9704464	9704679	+	4464	Vitvi17g04225	RVX18384.1hypothetical protein CK203_006671	1.000000
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g04157	5491673	5492407	-	0	Vitvi14g04157	RVW46246.1hypothetical protein CK203_086679	
6:21050000-21150000	6	21050000	21150000	221	0.271540	0.299268	Vitvi06g04446	21120023	21131270	+	0	Vitvi06g04446	RVW33306.1hypothetical protein CK203_085333	
6:21050000-21150000	6	21050000	21150000	221	0.271540	0.299268	Vitvi06g01542	21142509	21146621	+	0	Vitvi06g01542	XP_002272805.2 uncharacterized calcium-binding protein At1g02270	1.000000
6:21250000-21450000	6	21250000	21450000	229	0.275459	0.297928	Vitvi06g01561	21407044	21407592	-	0	Vitvi06g01561	XP_010651918.1PREDICTED: uncharacterized protein LOC104879738	2.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g01691	4958696	4959809	+	0	Vitvi02g01691	XP_003635131.1PREDICTED: uncharacterized protein LOC100247272	1.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04151	4962767	4965361	-	0	Vitvi02g04151	CAN74224.1hypothetical protein VITISV_039614	3.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04154	4971633	4971986	+	0	Vitvi02g04154	CAN74225.1hypothetical protein VITISV_039615	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g01682	5004128	5008880	+	0	Vitvi02g01682	XP_010646546.1PREDICTED: uncharacterized protein LOC100250510	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00526	5033302	5034161	-	0	Vitvi02g00526	XP_002265516.2PREDICTED: uncharacterized protein LOC100257409	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04157	5098371	5098643	-	0	Vitvi02g04157	CAN80918.1hypothetical protein VITISV_002639	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04158	5128830	5129042	+	0	Vitvi02g04158	RVW50634.1hypothetical protein CK203_073417	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00534	5149311	5154315	+	0	Vitvi02g00534	XP_002271142.1PREDICTED: uncharacterized protein LOC100255799 isoform X1	2.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g01443	5156093	5157690	-	0	Vitvi02g01443	RVW50545.1hypothetical protein CK203_074481	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04160	5194328	5194525	+	0	Vitvi02g04160	CAN71258.1hypothetical protein VITISV_043225	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00538	5203867	5206131	-	0	Vitvi02g00538	XP_002266701.1PREDICTED: uncharacterized protein LOC100262529	1.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04161	5208717	5209263	-	0	Vitvi02g04161	CAN71256.1hypothetical protein VITISV_043223	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g01445	5209285	5209626	-	0	Vitvi02g01445	XP_034707091.1LOW QUALITY PROTEIN: uncharacterized protein LOC117930556	
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00540	5209694	5210635	-	0	Vitvi02g00540	CAN71255.1hypothetical protein VITISV_043222	1.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00541	5213268	5223024	+	0	Vitvi02g00541	XP_010662430.1PREDICTED: uncharacterized protein LOC100255681	2.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g00543	5229168	5229816	+	0	Vitvi02g00543	XP_010662446.1PREDICTED: uncharacterized protein LOC100266073	1.000000
2:4900000-5300000	2	4900000	5300000	257	0.261313	0.293222	Vitvi02g04149	4897515	4897969	-	2031	Vitvi02g04149	CAN67304.1hypothetical protein VITISV_000737	
19:5750000-5800000	19	5750000	5800000	36	0.282085	0.282085	Vitvi19g00416	5763701	5778597	+	0	Vitvi19g00416	XP_003634700.1PREDICTED: uncharacterized protein LOC100241773	
19:5750000-5800000	19	5750000	5800000	36	0.282085	0.282085	Vitvi19g01986	5794398	5795496	+	0	Vitvi19g01986	XP_034677986.1uncharacterized protein LOC117908488	2.000000
9:3250000-3350000	9	3250000	3350000	74	0.266776	0.281758	Vitvi09g04084	3227426	3242960	+	7040	Vitvi09g04084	KAF4398059.1hypothetical protein G4B88_019780	3.000000
3:2600000-2700000	3	2600000	2700000	68	0.276859	0.281740	Vitvi03g04093	2606085	2608502	+	0	Vitvi03g04093	CAN80295.1hypothetical protein VITISV_038122	1.000000
3:2600000-2700000	3	2600000	2700000	68	0.276859	0.281740	Vitvi03g00215	2635946	2638150	-	0	Vitvi03g00215	XP_002279423.1PREDICTED: uncharacterized protein LOC100258993	1.000000
3:2600000-2700000	3	2600000	2700000	68	0.276859	0.281740	Vitvi03g00225	2680549	2683888	+	0	Vitvi03g00225	XP_002282368.1PREDICTED: uncharacterized protein LOC100255613	1.000000
9:14100000-14200000	9	14100000	14200000	109	0.280077	0.281500	Vitvi09g01006	14074934	14123927	+	0	Vitvi09g01006	XP_010655027.1PREDICTED: uncharacterized protein LOC100255062	
9:14100000-14200000	9	14100000	14200000	109	0.280077	0.281500	Vitvi09g01808	14134187	14147554	+	0	Vitvi09g01808	XP_002274382.1PREDICTED: uncharacterized protein LOC100263614 isoform X1	7.000000
9:14100000-14200000	9	14100000	14200000	109	0.280077	0.281500	Vitvi09g04379	14176650	14176928	+	0	Vitvi09g04379	RVW94146.1hypothetical protein CK203_038208	
