region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
9:19800000-19850000	9	19800000	19850000	74	0.338470	0.338470	Vitvi09g01238	19793077	19844177	-	0	Vitvi09g01238	XP_002270825.1 ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	2
9:19800000-19850000	9	19800000	19850000	74	0.338470	0.338470	Vitvi09g04495	19859049	19861215	+	9049	Vitvi09g04495	CBI25239.3unnamed protein product, partial	
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g00485	5251092	5271010	+	0	Vitvi03g00485	XP_002282024.1 presequence protease 2, chloroplastic/mitochondrial	5
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g01562	5278220	5280022	+	0	Vitvi03g01562	XP_002282040.3 cyclin-dependent kinase inhibitor 7 isoform X1	4
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g00486	5288761	5294900	+	0	Vitvi03g00486	XP_002282055.1PREDICTED: uncharacterized protein LOC100245307	1
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g04176	5303952	5306669	+	3952	Vitvi03g04176	RVW61257.1B3 domain-containing protein	2
3:5250000-5300000	3	5250000	5300000	25	0.332060	0.332060	Vitvi03g00488	5307844	5310579	+	7844	Vitvi03g00488	XP_019074314.1 B3 domain-containing protein Os01g0234100	4
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g00764	9649798	9655566	+	0	Vitvi17g00764	XP_002280249.1 protease Do-like 9	5
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g00765	9656009	9659335	-	0	Vitvi17g00765	XP_002283377.1 WAT1-related protein At3g28050	3
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g00767	9675063	9677654	+	0	Vitvi17g00767	XP_002283368.1 RING-H2 finger protein ATL48	1
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g00768	9679418	9681574	-	0	Vitvi17g00768	XP_019081991.1  WAT1-related protein At4g15540-like	4
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g00770	9698982	9701360	+	0	Vitvi17g00770	RVX18383.1Protein RICE SALT sensitive 3	
17:9650000-9700000	17	9650000	9700000	36	0.331954	0.331954	Vitvi17g04225	9704464	9704679	+	4464	Vitvi17g04225	RVX18384.1hypothetical protein CK203_006671	1
6:12500000-12550000	6	12500000	12550000	44	0.304636	0.304636	Vitvi06g04289	12506383	12506742	-	0	Vitvi06g04289	XP_002278464.1 probable cyclic nucleotide-gated ion channel 5 isoform X1	3
6:12500000-12550000	6	12500000	12550000	44	0.304636	0.304636	Vitvi06g01004	12533493	12568587	-	0	Vitvi06g01004	XP_002276536.1 molybdopterin biosynthesis protein CNX1 isoform X1	8
6:12500000-12550000	6	12500000	12550000	44	0.304636	0.304636	Vitvi06g01000	12496759	12498756	-	1244	Vitvi06g01000	XP_019076239.1  pentatricopeptide repeat-containing protein At1g53600, mitochondrial	1
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g04156	5446514	5451697	+	0	Vitvi14g04156	XP_002272850.1 protein TRANSPORT INHIBITOR RESPONSE 1	5
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g00381	5457548	5489786	-	0	Vitvi14g00381	XP_002272927.1 protein HASTY 1	7
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g04157	5491673	5492407	-	0	Vitvi14g04157	RVW46246.1hypothetical protein CK203_086679	
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g00382	5495260	5502518	-	0	Vitvi14g00382	XP_019080821.1 probable serine/threonine-protein kinase At1g54610	8
14:5450000-5500000	14	5450000	5500000	50	0.300178	0.300178	Vitvi14g00383	5505385	5511413	-	5385	Vitvi14g00383	XP_002273273.2 probable nucleolar protein 5-2	5
9:13600000-13650000	9	13600000	13650000	51	0.300057	0.300057	Vitvi09g00973	13582252	13600752	+	0	Vitvi09g00973	XP_034695342.130S ribosomal protein S17-like	4
