region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2.000000
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g01905	3955699	3956160	+	5699	Vitvi19g01905	CAN68475.1hypothetical protein VITISV_031702	1.000000
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g00291	3889185	3890929	+	9071	Vitvi19g00291	RVW93093.1hypothetical protein CK203_031480	1.000000
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g04281	11205102	11205257	+	0	Vitvi14g04281	RVW19318.1hypothetical protein CK203_090384	2.000000
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04306	12203393	12204031	-	0	Vitvi14g04306	CAN76039.1hypothetical protein VITISV_032096	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g00735	12221054	12221644	+	0	Vitvi14g00735	RVW73321.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04305	12198263	12199037	-	963	Vitvi14g04305	RVW34951.1hypothetical protein CK203_098250	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04304	12190348	12190632	-	9368	Vitvi14g04304	CAN76039.1hypothetical protein VITISV_032096	
4:13850000-13950000	4	13850000	13950000	92	0.382507	0.415077	Vitvi04g00972	13957570	13963850	+	7570	Vitvi04g00972	XP_002266422.1PREDICTED: uncharacterized protein LOC100241669	1.000000
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g04289	12638067	12638539	-	0	Vitvi16g04289	CAN84117.1hypothetical protein VITISV_041505	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00706	12684468	12686028	+	0	Vitvi16g00706	RVW99421.1hypothetical protein CK203_038463	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g04290	12700393	12700989	+	393	Vitvi16g04290	KAA8539803.1hypothetical protein F0562_026495	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00709	12708101	12708770	-	8101	Vitvi16g00709	CAN71916.1hypothetical protein VITISV_037601	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01626	24181447	24186195	-	0	Vitvi07g01626	XP_019076591.1PREDICTED: uncharacterized protein LOC100261169	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04683	24199395	24202386	-	0	Vitvi07g04683	RVW57456.1hypothetical protein CK203_078857	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01630	24203820	24204089	+	0	Vitvi07g01630	XP_002284084.1PREDICTED: uncharacterized protein LOC100244040	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g02637	24204823	24206327	+	0	Vitvi07g02637	XP_010652741.1PREDICTED: uncharacterized protein LOC104879913	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01637	24275824	24286703	+	0	Vitvi07g01637	XP_010652748.1PREDICTED: uncharacterized protein LOC100247452 isoform X2	1.000000
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04684	24290917	24313057	-	0	Vitvi07g04684	KAF2295464.1hypothetical protein GH714_032984	5.000000
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01621	24137019	24140609	-	9391	Vitvi07g01621	XP_002284176.1PREDICTED: uncharacterized protein At2g23090	
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00619	5916078	5919991	+	0	Vitvi13g00619	XP_002273154.1PREDICTED: uncharacterized protein LOC100242717	2.000000
1:20350000-20400000	1	20350000	20400000	39	0.400280	0.400280	Vitvi01g01500	20354613	20360507	-	0	Vitvi01g01500	XP_002273043.2PREDICTED: uncharacterized protein LOC100252714 isoform X1	3.000000
1:20350000-20400000	1	20350000	20400000	39	0.400280	0.400280	Vitvi01g01498	20327978	20343766	-	6234	Vitvi01g01498	XP_002273214.2PREDICTED: uncharacterized protein At4g15970	
1:5100000-5150000	1	5100000	5150000	31	0.396451	0.396451	Vitvi01g00464	5101464	5104466	-	0	Vitvi01g00464	CAN82485.1hypothetical protein VITISV_006801	
14:8700000-8750000	14	8700000	8750000	36	0.394909	0.394909	Vitvi14g00557	8732471	8740804	+	0	Vitvi14g00557	XP_002270974.1PREDICTED: uncharacterized protein LOC100266767	
