region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00565	6497312	6506271	+	0	Vitvi06g00565	XP_010650958.1 probable serine/threonine-protein kinase At5g41260	6
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g04192	6506947	6516601	-	0	Vitvi06g04192	XP_010650957.1 mitochondrial import inner membrane translocase subunit TIM10	2
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g01732	6516835	6518574	+	0	Vitvi06g01732	XP_034687131.1DNA-directed RNA polymerases I and III subunit RPAC2	6
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00567	6519686	6523055	-	0	Vitvi06g00567	XP_002281343.1 E3 ubiquitin-protein ligase MARCH7	2
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00569	6533880	6535654	-	0	Vitvi06g00569	XP_002281289.1 tubulin beta-2 chain	7
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g04193	6543882	6552066	-	0	Vitvi06g04193	---NA---	
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00570	6552089	6557771	-	2089	Vitvi06g00570	XP_002279976.3 chromatin modification-related protein eaf-1	
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g04191	6494107	6495037	+	4963	Vitvi06g04191	RVW56615.1Phosphatidylinositol:ceramide inositolphosphotransferase	3
6:6500000-6550000	6	6500000	6550000	24	0.448613	0.448613	Vitvi06g00564	6488966	6494034	+	5966	Vitvi06g00564	XP_002280051.1 phosphatidylinositol:ceramide inositolphosphotransferase	8
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g04113	3901169	3904090	-	0	Vitvi19g04113	CBI20372.3unnamed protein product, partial	1
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g04114	3904268	3933628	-	0	Vitvi19g04114	XP_019072959.1 B3 domain-containing transcription repressor VAL1 isoform X1	1
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g00292	3893883	3899830	-	170	Vitvi19g00292	XP_002284546.1 cytochrome c-type biogenesis ccda-like chloroplastic protein isoform X1	2
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g01905	3955699	3956160	+	5699	Vitvi19g01905	CAN68475.1hypothetical protein VITISV_031702	1
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g01906	3955788	3959254	-	5788	Vitvi19g01906	CBI20374.3unnamed protein product, partial	
19:3900000-3950000	19	3900000	3950000	46	0.430268	0.430268	Vitvi19g00291	3889185	3890929	+	9071	Vitvi19g00291	RVW93093.1hypothetical protein CK203_031480	1
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g04281	11205102	11205257	+	0	Vitvi14g04281	RVW19318.1hypothetical protein CK203_090384	2
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g00669	11210170	11211028	+	0	Vitvi14g00669	XP_034679325.1peroxisomal 2,4-dienoyl-CoA reductase	4
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g04282	11211898	11213215	-	0	Vitvi14g04282	RVW54442.1ATP-dependent zinc metalloprotease FTSH 12, chloroplastic	4
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g04283	11219214	11219378	-	0	Vitvi14g04283	CBI31346.3unnamed protein product, partial	
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g00672	11219903	11222998	+	0	Vitvi14g00672	XP_002266370.1 polyubiquitin 4	7
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g04284	11278011	11278876	+	0	Vitvi14g04284	---NA---	
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g00674	11279280	11285888	+	0	Vitvi14g00674	XP_002266715.2 ankyrin repeat domain-containing protein 13C-B	3
14:11200000-11300000	14	11200000	11300000	79	0.382276	0.426647	Vitvi14g00675	11301339	11303995	-	1339	Vitvi14g00675	XP_034707038.1beta-glucosidase BoGH3B-like	3
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04306	12203393	12204031	-	0	Vitvi14g04306	CAN76039.1hypothetical protein VITISV_032096	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g00735	12221054	12221644	+	0	Vitvi14g00735	RVW73321.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g00736	12223267	12248799	-	0	Vitvi14g00736	XP_002264025.1 protein PHOSPHATE STARVATION RESPONSE 1 isoform X1	3
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04305	12198263	12199037	-	963	Vitvi14g04305	RVW34951.1hypothetical protein CK203_098250	
14:12200000-12250000	14	12200000	12250000	23	0.418704	0.418704	Vitvi14g04304	12190348	12190632	-	9368	Vitvi14g04304	CAN76039.1hypothetical protein VITISV_032096	
4:13850000-13950000	4	13850000	13950000	92	0.382507	0.415077	Vitvi04g00970	13938277	13939611	-	0	Vitvi04g00970	XP_010648945.1 protein GPR107	2
4:13850000-13950000	4	13850000	13950000	92	0.382507	0.415077	Vitvi04g00972	13957570	13963850	+	7570	Vitvi04g00972	XP_002266422.1PREDICTED: uncharacterized protein LOC100241669	1
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g01786	12615494	12633564	+	0	Vitvi16g01786	XP_010662420.1 L10-interacting MYB domain-containing protein	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g04289	12638067	12638539	-	0	Vitvi16g04289	CAN84117.1hypothetical protein VITISV_041505	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00703	12647022	12662716	-	0	Vitvi16g00703	XP_002266334.1 E3 ubiquitin protein ligase RIN2	7
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00706	12684468	12686028	+	0	Vitvi16g00706	RVW99421.1hypothetical protein CK203_038463	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g04290	12700393	12700989	+	393	Vitvi16g04290	KAA8539803.1hypothetical protein F0562_026495	
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00707	12701149	12701739	-	1149	Vitvi16g00707	XP_002266174.1 protein PAM68, chloroplastic	3
16:12600000-12700000	16	12600000	12700000	135	0.375398	0.411153	Vitvi16g00709	12708101	12708770	-	8101	Vitvi16g00709	CAN71916.1hypothetical protein VITISV_037601	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01623	24149172	24155698	+	0	Vitvi07g01623	XP_002279446.1 molybdate-anion transporter	3
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01624	24164847	24172804	-	0	Vitvi07g01624	XP_002279411.1 probable prolyl 4-hydroxylase 9 isoform X1	5
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01625	24175705	24180361	+	0	Vitvi07g01625	XP_034690914.1protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic isoform X1	3
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01626	24181447	24186195	-	0	Vitvi07g01626	XP_019076591.1PREDICTED: uncharacterized protein LOC100261169	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01627	24195092	24198119	+	0	Vitvi07g01627	XP_002284101.1 subtilisin-like protease SBT1.7	2
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04683	24199395	24202386	-	0	Vitvi07g04683	RVW57456.1hypothetical protein CK203_078857	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01630	24203820	24204089	+	0	Vitvi07g01630	XP_002284084.1PREDICTED: uncharacterized protein LOC100244040	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g02637	24204823	24206327	+	0	Vitvi07g02637	XP_010652741.1PREDICTED: uncharacterized protein LOC104879913	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01631	24210780	24214806	+	0	Vitvi07g01631	XP_010652743.1 probable protein phosphatase 2C 63	4
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01633	24228769	24230069	+	0	Vitvi07g01633	XP_002284043.1 probable esterase KAI2	2
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01634	24234388	24262266	+	0	Vitvi07g01634	XP_002279290.1 suppressor of RPS4-RLD 1 isoform X1	2
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01635	24263767	24266083	-	0	Vitvi07g01635	RVW57460.1 Tetratricopeptide repeat protein 1	1
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01636	24270346	24272180	+	0	Vitvi07g01636	XP_002284001.1 lysine-rich arabinogalactan protein 18	1
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01637	24275824	24286703	+	0	Vitvi07g01637	XP_010652748.1PREDICTED: uncharacterized protein LOC100247452 isoform X2	1
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01638	24287924	24288665	+	0	Vitvi07g01638	XP_002283986.1 snakin-1	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04684	24290917	24313057	-	0	Vitvi07g04684	KAF2295464.1hypothetical protein GH714_032984	5
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01641	24313760	24319694	-	0	Vitvi07g01641	XP_002283922.2 FRIGIDA-like protein 3	2
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01642	24321304	24325606	-	0	Vitvi07g01642	XP_002283902.1 metal transporter Nramp3 isoform X1	9
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04685	24333330	24341344	-	0	Vitvi07g04685	XP_002283899.1 E3 ubiquitin-protein ligase SP1	1
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04686	24347325	24352093	+	0	Vitvi07g04686	RVW57498.1Agamous-like MADS-box protein AGL66	4
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g04682	24146671	24148565	+	1435	Vitvi07g04682	---NA---	
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01622	24144120	24146627	+	3373	Vitvi07g01622	XP_010652733.1 acyl-CoA-binding domain-containing protein 3 isoform X2	1
7:24150000-24350000	7	24150000	24350000	104	0.362719	0.410646	Vitvi07g01621	24137019	24140609	-	9391	Vitvi07g01621	XP_002284176.1PREDICTED: uncharacterized protein At2g23090	
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00617	5900854	5907994	-	0	Vitvi13g00617	XP_002273327.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1B	4
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00618	5909622	5914496	+	0	Vitvi13g00618	XP_002274032.1 BTB/POZ domain-containing protein At5g03250	2
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00619	5916078	5919991	+	0	Vitvi13g00619	XP_002273154.1PREDICTED: uncharacterized protein LOC100242717	2
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00620	5925434	5929827	-	0	Vitvi13g00620	XP_034705053.1E3 ubiquitin-protein ligase WAV3	
13:5900000-5950000	13	5900000	5950000	47	0.409160	0.409160	Vitvi13g00621	5943755	5948134	-	0	Vitvi13g00621	XP_002272997.1 synaptotagmin-3 isoform X1	4
