region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
9:1200000-1250000	9	1200000	1250000	50	0.278196	0.278196	Vitvi09g00116	1204392	1219684	-	0	Vitvi09g00116	XP_010654444.1PREDICTED: uncharacterized protein LOC100267761 isoform X1	3.000000
9:1200000-1250000	9	1200000	1250000	50	0.278196	0.278196	Vitvi09g00118	1229656	1233088	-	0	Vitvi09g00118	XP_002274144.1PREDICTED: uncharacterized protein LOC100246327 isoform X1	1.000000
9:1200000-1250000	9	1200000	1250000	50	0.278196	0.278196	Vitvi09g00122	1249842	1263307	+	0	Vitvi09g00122	XP_002274215.1PREDICTED: uncharacterized protein LOC100263481 isoform X3	
14:6850000-7000000	14	6850000	7000000	63	0.259475	0.270287	Vitvi14g04187	6908525	6908704	+	0	Vitvi14g04187	RVW96093.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	2.000000
14:6850000-7000000	14	6850000	7000000	63	0.259475	0.270287	Vitvi14g04188	6930152	6930664	+	0	Vitvi14g04188	CAN69073.1hypothetical protein VITISV_007223	
14:6850000-7000000	14	6850000	7000000	63	0.259475	0.270287	Vitvi14g00470	7003885	7010748	+	3885	Vitvi14g00470	XP_002279350.1PREDICTED: uncharacterized protein LOC100265852	1.000000
9:2300000-2350000	9	2300000	2350000	56	0.254510	0.254510	Vitvi09g00216	2348042	2354024	+	0	Vitvi09g00216	XP_010654562.1PREDICTED: uncharacterized protein At1g51745 isoform X2	
13:2550000-2600000	13	2550000	2600000	40	0.249708	0.249708	Vitvi13g00263	2609495	2618607	+	9495	Vitvi13g00263	XP_010658608.1PREDICTED: uncharacterized protein LOC100249637 isoform X2	
16:12600000-12750000	16	12600000	12750000	160	0.232659	0.247679	Vitvi16g04289	12638067	12638539	-	0	Vitvi16g04289	CAN84117.1hypothetical protein VITISV_041505	
16:12600000-12750000	16	12600000	12750000	160	0.232659	0.247679	Vitvi16g00706	12684468	12686028	+	0	Vitvi16g00706	RVW99421.1hypothetical protein CK203_038463	
16:12600000-12750000	16	12600000	12750000	160	0.232659	0.247679	Vitvi16g04290	12700393	12700989	+	0	Vitvi16g04290	KAA8539803.1hypothetical protein F0562_026495	
16:12600000-12750000	16	12600000	12750000	160	0.232659	0.247679	Vitvi16g00709	12708101	12708770	-	0	Vitvi16g00709	CAN71916.1hypothetical protein VITISV_037601	
2:5500000-5550000	2	5500000	5550000	36	0.246229	0.246229	Vitvi02g00570	5499067	5501856	-	0	Vitvi02g00570	XP_010646531.2PREDICTED: uncharacterized protein LOC100264208	
2:5500000-5550000	2	5500000	5550000	36	0.246229	0.246229	Vitvi02g04172	5520940	5524283	+	0	Vitvi02g04172	XP_010646533.1PREDICTED: uncharacterized protein LOC100247746 isoform X1	
6:6500000-6550000	6	6500000	6550000	28	0.244332	0.244332	Vitvi06g01734	6524024	6524748	-	0	Vitvi06g01734	XP_002279995.1PREDICTED: uncharacterized protein LOC100267406	
6:6500000-6550000	6	6500000	6550000	28	0.244332	0.244332	Vitvi06g00568	6525250	6531935	-	0	Vitvi06g00568	XP_002281319.1PREDICTED: uncharacterized protein LOC100255366	2.000000
7:21800000-21900000	7	21800000	21900000	110	0.239791	0.244241	Vitvi07g01392	21802886	21804196	-	0	Vitvi07g01392	RVX23165.1hypothetical protein CK203_000432	1.000000
7:21800000-21900000	7	21800000	21900000	110	0.239791	0.244241	Vitvi07g04574	21809081	21814037	+	0	Vitvi07g04574	CAN71908.1hypothetical protein VITISV_038674	6.000000
7:21800000-21900000	7	21800000	21900000	110	0.239791	0.244241	Vitvi07g04577	21887408	21893526	-	0	Vitvi07g04577	XP_034691266.1uncharacterized protein LOC117918609 isoform X2	
7:21800000-21900000	7	21800000	21900000	110	0.239791	0.244241	Vitvi07g04578	21894034	21901487	-	0	Vitvi07g04578	XP_034691271.1uncharacterized protein LOC117918610	
6:3400000-3450000	6	3400000	3450000	43	0.243755	0.243755	Vitvi06g04096	3411067	3411291	+	0	Vitvi06g04096	RVW71504.1hypothetical protein CK203_047996	
6:3400000-3450000	6	3400000	3450000	43	0.243755	0.243755	Vitvi06g04097	3415637	3416208	-	0	Vitvi06g04097	RVW38798.1hypothetical protein CK203_074163	2.000000
6:3400000-3450000	6	3400000	3450000	43	0.243755	0.243755	Vitvi06g04098	3451511	3452574	+	1511	Vitvi06g04098	RVW97322.1hypothetical protein CK203_025936	
6:21150000-21200000	6	21150000	21200000	49	0.242634	0.242634	Vitvi06g01543	21184199	21184528	+	0	Vitvi06g01543	XP_002272693.1PREDICTED: uncharacterized protein LOC100241706	
6:21150000-21200000	6	21150000	21200000	49	0.242634	0.242634	Vitvi06g01542	21142509	21146621	+	3379	Vitvi06g01542	XP_002272805.2 uncharacterized calcium-binding protein At1g02270	1.000000
7:22400000-22500000	7	22400000	22500000	85	0.231694	0.238131	Vitvi07g04598	22402460	22414605	+	0	Vitvi07g04598	XP_034692511.1uncharacterized protein LOC117919422	
7:22400000-22500000	7	22400000	22500000	85	0.231694	0.238131	Vitvi07g04601	22470509	22470757	-	0	Vitvi07g04601	RVX23887.1hypothetical protein CK203_000539	
7:22400000-22500000	7	22400000	22500000	85	0.231694	0.238131	Vitvi07g01444	22482101	22483366	-	0	Vitvi07g01444	RVX23811.1hypothetical protein CK203_000543	
7:22400000-22500000	7	22400000	22500000	85	0.231694	0.238131	Vitvi07g01451	22390085	22399080	+	920	Vitvi07g01451	XP_019073644.1PREDICTED: uncharacterized protein LOC100242393	1.000000
14:11200000-11300000	14	11200000	11300000	149	0.223342	0.237444	Vitvi14g04281	11205102	11205257	+	0	Vitvi14g04281	RVW19318.1hypothetical protein CK203_090384	2.000000
4:21500000-21650000	4	21500000	21650000	66	0.236879	0.237236	Vitvi04g04447	21517044	21517673	+	0	Vitvi04g04447	XP_019078991.1PREDICTED: uncharacterized protein LOC104880815	
4:21500000-21650000	4	21500000	21650000	66	0.236879	0.237236	Vitvi04g04453	21641307	21642002	-	0	Vitvi04g04453	CAN70555.1hypothetical protein VITISV_016467	
4:21500000-21650000	4	21500000	21650000	66	0.236879	0.237236	Vitvi04g02199	21497387	21499196	+	804	Vitvi04g02199	XP_010649454.1PREDICTED: uncharacterized protein LOC100264584	
4:21500000-21650000	4	21500000	21650000	66	0.236879	0.237236	Vitvi04g04446	21489009	21497342	+	2658	Vitvi04g04446	RVW34747.1hypothetical protein CK203_111349	
4:21500000-21650000	4	21500000	21650000	66	0.236879	0.237236	Vitvi04g01573	21653105	21657034	-	3105	Vitvi04g01573	XP_002280184.1PREDICTED: uncharacterized protein LOC100252414	5.000000
4:13750000-14150000	4	13750000	14150000	240	0.224587	0.236433	Vitvi04g00972	13957570	13963850	+	0	Vitvi04g00972	XP_002266422.1PREDICTED: uncharacterized protein LOC100241669	1.000000
4:13750000-14150000	4	13750000	14150000	240	0.224587	0.236433	Vitvi04g04276	14098054	14099154	-	0	Vitvi04g04276	CAN83342.1hypothetical protein VITISV_018730	1.000000
4:13750000-14150000	4	13750000	14150000	240	0.224587	0.236433	Vitvi04g00983	14152210	14154830	-	2210	Vitvi04g00983	XP_002266830.1PREDICTED: uncharacterized protein LOC100253522	
7:20750000-20800000	7	20750000	20800000	20	0.235176	0.235176	Vitvi07g04517	20755226	20756006	+	0	Vitvi07g04517	CAN70251.1hypothetical protein VITISV_020280	2.000000
9:450000-500000	9	450000	500000	50	0.234739	0.234739	Vitvi09g00052	488942	501637	+	0	Vitvi09g00052	XP_002271999.1PREDICTED: uncharacterized protein LOC100251482 isoform X1	
13:5500000-5550000	13	5500000	5550000	87	0.231416	0.231416	Vitvi13g00589	5508688	5521792	-	0	Vitvi13g00589	XP_002274556.1PREDICTED: uncharacterized protein LOC100254781	3.000000
7:18100000-18150000	7	18100000	18150000	55	0.228134	0.228134	Vitvi07g04412	18103236	18103532	+	0	Vitvi07g04412	RVW27190.1Retrovirus-related Pol polyprotein from transposon RE1	7.000000
7:18100000-18150000	7	18100000	18150000	55	0.228134	0.228134	Vitvi07g04414	18125827	18126204	+	0	Vitvi07g04414	CAN63266.1hypothetical protein VITISV_037940	
