region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
10:18450000-18500000	10	18450000	18500000	158	0.295110	0.295110	Vitvi10g01247	18411818	18511155	+	0	Vitvi10g01247	XP_034698892.1protein ROOT HAIR DEFECTIVE 3 homolog 2 isoform X1	1
3:9600000-9750000	3	9600000	9750000	149	0.245195	0.280697	Vitvi03g00793	9577221	9638316	-	0	Vitvi03g00793	XP_002270505.1 probable protein S-acyltransferase 23	7
3:9600000-9750000	3	9600000	9750000	149	0.245195	0.280697	Vitvi03g00796	9702724	9702903	+	0	Vitvi03g00796	XP_030932593.1probable protein S-acyltransferase 14 isoform X1	6
3:9600000-9750000	3	9600000	9750000	149	0.245195	0.280697	Vitvi03g04260	9716550	9717432	+	0	Vitvi03g04260	RVW47075.1hypothetical protein CK203_107456	
3:9600000-9750000	3	9600000	9750000	149	0.245195	0.280697	Vitvi03g04261	9722514	9730833	+	0	Vitvi03g04261	XP_034681590.1soluble inorganic pyrophosphatase 6, chloroplastic-like	4
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g04174	5101879	5102633	-	0	Vitvi03g04174	RVW68087.1Respiratory burst oxidase-like protein A	1
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g00464	5107001	5127197	+	0	Vitvi03g00464	XP_002281956.2 CDPK-related kinase 5	10
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g00467	5127534	5130487	+	0	Vitvi03g00467	XP_003631674.1 pentatricopeptide repeat-containing protein At5g39710	2
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g00469	5133972	5135321	-	0	Vitvi03g00469	XP_002285007.1 putative nuclease HARBI1	1
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g04175	5136453	5141309	+	0	Vitvi03g04175	XP_034681927.1B3 domain-containing protein At5g60142-like	1
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g00471	5143627	5149370	-	0	Vitvi03g00471	XP_002281969.1 pentatricopeptide repeat-containing protein At2g15820, chloroplastic	9
3:5100000-5150000	3	5100000	5150000	36	0.274265	0.274265	Vitvi03g00472	5155554	5161759	+	5554	Vitvi03g00472	XP_002285013.1 zinc finger protein ZOP1	8
6:13650000-13700000	6	13650000	13700000	115	0.268939	0.268939	Vitvi06g04305	13635556	13656759	-	0	Vitvi06g04305	XP_019076333.1 probable apyrase 6	1
6:13650000-13700000	6	13650000	13700000	115	0.268939	0.268939	Vitvi06g01069	13676251	13677651	-	0	Vitvi06g01069	XP_002273133.1 geranylgeranyl diphosphate reductase, chloroplastic	5
6:13650000-13700000	6	13650000	13700000	115	0.268939	0.268939	Vitvi06g01070	13678137	13697745	-	0	Vitvi06g01070	XP_002273102.1 DExH-box ATP-dependent RNA helicase DExH9 isoform X1	4
6:13650000-13700000	6	13650000	13700000	115	0.268939	0.268939	Vitvi06g01071	13706102	13707880	+	6102	Vitvi06g01071	XP_002269919.1 F-box/WD-40 repeat-containing protein At5g21040	4
6:13650000-13700000	6	13650000	13700000	115	0.268939	0.268939	Vitvi06g01839	13709644	13711284	+	9644	Vitvi06g01839	XP_010651601.1 GDSL esterase/lipase At1g71250 isoform X1	1
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04649	22055871	22069021	+	0	Vitvi15g04649	XP_003633955.1PREDICTED: uncharacterized protein LOC100258557 isoform X1	
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04650	22070042	22071622	+	0	Vitvi15g04650	XP_010661720.1 anaphase-promoting complex subunit 11 isoform X2	5
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04651	22072762	22074161	-	0	Vitvi15g04651	CBI39675.3unnamed protein product, partial	
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04652	22075251	22077356	+	0	Vitvi15g04652	XP_034705692.1pentatricopeptide repeat-containing protein At5g40410, mitochondrial-like isoform X1	2
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04653	22083791	22088164	+	0	Vitvi15g04653	XP_010659764.1 transcription factor PIF3 isoform X1	4
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04654	22089385	22093405	-	0	Vitvi15g04654	XP_010659767.1 neurofilament heavy polypeptide	
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04655	22107786	22109363	+	0	Vitvi15g04655	XP_002276091.1 transcription factor MYB86	2
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04656	22111999	22119574	-	0	Vitvi15g04656	XP_002279030.1 pectin acetylesterase 12	4
15:22050000-22150000	15	22050000	22150000	96	0.245146	0.268585	Vitvi15g04657	22122719	22125078	-	0	Vitvi15g04657	XP_002276071.1 protein NRT1/ PTR FAMILY 4.5	3
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g04402	19011909	19012916	+	0	Vitvi14g04402	XP_010659799.1PREDICTED: uncharacterized protein LOC104881386	2
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g01048	19028562	19029181	-	0	Vitvi14g01048	XP_034676078.1E3 ubiquitin-protein ligase WAV3	5
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g04403	19030338	19030544	-	0	Vitvi14g04403	RVW23580.1hypothetical protein CK203_091489	
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g01050	19048192	19048590	+	0	Vitvi14g01050	XP_010915459.1citrate synthase, glyoxysomal	10
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g04404	19050215	19050550	-	215	Vitvi14g04404	CAN61457.1hypothetical protein VITISV_029796	
14:19000000-19050000	14	19000000	19050000	27	0.268143	0.268143	Vitvi14g01046	18996611	18998113	-	1887	Vitvi14g01046	XP_034706035.1UDP-glycosyltransferase 89A2-like	1
10:8050000-8100000	10	8050000	8100000	43	0.262431	0.262431	Vitvi10g00640	8053726	8056777	-	0	Vitvi10g00640	XP_002264921.1 seipin-2	1
10:8050000-8100000	10	8050000	8100000	43	0.262431	0.262431	Vitvi10g00641	8081737	8098195	+	0	Vitvi10g00641	XP_010655556.1 probable LRR receptor-like serine/threonine-protein kinase RFK1 isoform X1	3
10:8050000-8100000	10	8050000	8100000	43	0.262431	0.262431	Vitvi10g01592	8099177	8099848	-	0	Vitvi10g01592	XP_002264830.2 agamous-like MADS-box protein AGL62	4
10:8050000-8100000	10	8050000	8100000	43	0.262431	0.262431	Vitvi10g00639	8046736	8048744	+	1256	Vitvi10g00639	XP_002264957.2 aquaporin NIP1-1	3
10:8050000-8100000	10	8050000	8100000	43	0.262431	0.262431	Vitvi10g04380	8107332	8109652	-	7332	Vitvi10g04380	CAN83124.1hypothetical protein VITISV_015108	2
