region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g03041	21852721	21854784	-	0	Vitvi07g03041	RVX23167.1Linamarin synthase 2	1
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g02560	21855406	21863866	-	0	Vitvi07g02560	XP_010646821.1 pentatricopeptide repeat-containing protein At5g66520-like isoform X1	1
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g01396	21864591	21866134	-	0	Vitvi07g01396	XP_010646819.1 7-deoxyloganetin glucosyltransferase	2
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g03044	21871651	21874869	-	0	Vitvi07g03044	XP_003635299.1 haloacid dehalogenase-like hydrolase domain-containing protein At4g39970	1
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g04575	21876115	21877016	-	0	Vitvi07g04575	XP_010646934.1 EPIDERMAL PATTERNING FACTOR-like protein 1	3
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g04576	21879531	21881100	+	0	Vitvi07g04576	---NA---	
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g03046	21881866	21883131	+	0	Vitvi07g03046	RVX23241.1F-box protein FBW2	3
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g04577	21887408	21893526	-	0	Vitvi07g04577	XP_034691266.1uncharacterized protein LOC117918609 isoform X2	
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g04578	21894034	21901487	-	0	Vitvi07g04578	XP_034691271.1uncharacterized protein LOC117918610	
7:21850000-21900000	7	21850000	21900000	49	0.228212	0.228212	Vitvi07g02558	21838563	21840115	-	9885	Vitvi07g02558	XP_002268162.1 7-deoxyloganetin glucosyltransferase	2
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g01900	1203436	1204033	+	0	Vitvi13g01900	RVW42322.1Polyadenylate-binding protein-interacting protein 2	
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g01901	1204557	1204959	-	0	Vitvi13g01901	XP_002278400.2 copper transport protein CCH	1
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g04027	1206610	1208140	+	0	Vitvi13g04027	XP_019079578.1 cytosolic sulfotransferase 12-like	1
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00128	1210629	1212753	+	0	Vitvi13g00128	XP_002278465.1 staphylococcal-like nuclease CAN2	8
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00129	1217118	1218385	-	0	Vitvi13g00129	XP_003633434.1PREDICTED: uncharacterized protein LOC100253518	1
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00131	1228378	1228740	-	0	Vitvi13g00131	XP_010658205.1 wound-induced protein 1	
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00132	1239542	1241209	-	0	Vitvi13g00132	XP_002274097.2PREDICTED: uncharacterized protein LOC100248412	
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00133	1242275	1248013	-	0	Vitvi13g00133	XP_034705584.1alpha-soluble NSF attachment protein	6
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00134	1249264	1252270	+	0	Vitvi13g00134	XP_002278665.1 sodium-coupled neutral amino acid transporter 5	3
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00135	1252682	1255834	-	0	Vitvi13g00135	RVW42452.1Ribosome biogenesis protein NOP53	3
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00136	1257092	1261992	-	0	Vitvi13g00136	RVW42452.1Ribosome biogenesis protein NOP53	7
13:1200000-1350000	13	1200000	1350000	115	0.200844	0.217125	Vitvi13g00137	1262370	1265482	+	0	Vitvi13g00137	RVW42453.1Pentatricopeptide repeat-containing protein	2
