region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
4:150000-200000	4	150000	200000	32	0.286714	0.286714	Vitvi04g04008	207302	207571	-	7302	Vitvi04g04008	CAN84085.1hypothetical protein VITISV_023629	
4:1000000-1050000	4	1000000	1050000	65	0.232455	0.232455	Vitvi04g00106	1005423	1011987	-	0	Vitvi04g00106	XP_002279190.2PREDICTED: uncharacterized protein LOC100245671 isoform X2	
4:1000000-1050000	4	1000000	1050000	65	0.232455	0.232455	Vitvi04g01789	1045829	1046359	+	0	Vitvi04g01789	CAN63091.1hypothetical protein VITISV_032018	4.000000
18:23550000-23600000	18	23550000	23600000	66	0.229130	0.229130	Vitvi18g04431	23547595	23547873	-	2127	Vitvi18g04431	RVW48922.1hypothetical protein CK203_091245	1.000000
18:23550000-23600000	18	23550000	23600000	66	0.229130	0.229130	Vitvi18g01679	23528882	23547765	-	2235	Vitvi18g01679	XP_002267682.1PREDICTED: uncharacterized protein LOC100248770	1.000000
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g00639	7179199	7179627	-	0	Vitvi07g00639	XP_010652391.1PREDICTED: uncharacterized protein LOC100242917	
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g00640	7201226	7201651	-	0	Vitvi07g00640	XP_002275835.1PREDICTED: uncharacterized protein LOC100253191	
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g04163	7231313	7231789	+	0	Vitvi07g04163	RVX19170.1hypothetical protein CK203_008745	2.000000
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g02281	7251956	7253119	+	0	Vitvi07g02281	XP_002271799.2PREDICTED: uncharacterized protein LOC100246295	2.000000
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g00644	7257533	7262293	+	0	Vitvi07g00644	XP_019076517.1PREDICTED: uncharacterized protein LOC104879853	2.000000
7:7150000-7300000	7	7150000	7300000	169	0.212639	0.226517	Vitvi07g02283	7266055	7267983	+	0	Vitvi07g02283	XP_002278053.2PREDICTED: uncharacterized protein LOC100264327	3.000000
1:5100000-5150000	1	5100000	5150000	37	0.219018	0.219018	Vitvi01g00464	5101464	5104466	-	0	Vitvi01g00464	CAN82485.1hypothetical protein VITISV_006801	
17:17350000-17400000	17	17350000	17400000	40	0.217980	0.217980	Vitvi17g04340	17382816	17383992	+	0	Vitvi17g04340	CAN79879.1hypothetical protein VITISV_030103	1.000000
17:17350000-17400000	17	17350000	17400000	40	0.217980	0.217980	Vitvi17g01650	17346515	17347378	-	2622	Vitvi17g01650	XP_010663956.1PREDICTED: uncharacterized protein LOC104882441	
