region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01404	3250711	3251510	-	0	Vitvi11g01404	XP_010656330.1PREDICTED: uncharacterized protein LOC104880646	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01405	3254041	3257583	+	0	Vitvi11g01405	XP_002281062.2PREDICTED: uncharacterized protein LOC100257802 isoform X1	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00346	3262777	3268859	+	0	Vitvi11g00346	XP_010656332.1PREDICTED: uncharacterized protein LOC104880647	1.000000
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01406	3268938	3269771	+	0	Vitvi11g01406	XP_010656333.1PREDICTED: uncharacterized protein LOC100247556	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g04071	3286546	3286764	+	0	Vitvi11g04071	XP_034699269.1uncharacterized protein LOC117924676	
17:13000000-13050000	17	13000000	13050000	50	0.331401	0.331401	Vitvi17g04282	13011532	13013166	+	0	Vitvi17g04282	CAN67933.1hypothetical protein VITISV_006532	8.000000
1:22450000-22700000	1	22450000	22700000	176	0.290453	0.307011	Vitvi01g04447	22504520	22506847	-	0	Vitvi01g04447	XP_019077813.1PREDICTED: uncharacterized protein LOC109123217	
1:22450000-22700000	1	22450000	22700000	176	0.290453	0.307011	Vitvi01g04450	22599299	22599637	-	0	Vitvi01g04450	RVW40102.1hypothetical protein CK203_081940	
1:22450000-22700000	1	22450000	22700000	176	0.290453	0.307011	Vitvi01g01686	22696086	22696889	-	0	Vitvi01g01686	XP_002273734.1PREDICTED: uncharacterized protein LOC100254092	
1:22450000-22700000	1	22450000	22700000	176	0.290453	0.307011	Vitvi01g01687	22701120	22702830	-	1120	Vitvi01g01687	XP_002273769.1PREDICTED: uncharacterized protein LOC100248988	1.000000
1:22450000-22700000	1	22450000	22700000	176	0.290453	0.307011	Vitvi01g01690	22707943	22708092	+	7943	Vitvi01g01690	CAN72199.1hypothetical protein VITISV_014983	6.000000
8:16800000-16850000	8	16800000	16850000	33	0.300668	0.300668	Vitvi08g04297	16821479	16822630	-	0	Vitvi08g04297	CAN78993.1hypothetical protein VITISV_001799	1.000000
8:16800000-16850000	8	16800000	16850000	33	0.300668	0.300668	Vitvi08g01410	16850980	16855361	-	980	Vitvi08g01410	XP_010654126.1PREDICTED: uncharacterized protein At5g41620 isoform X1	1.000000
14:900000-950000	14	900000	950000	40	0.294908	0.294908	Vitvi14g04034	927292	927558	+	0	Vitvi14g04034	CAN74413.1hypothetical protein VITISV_042394	1.000000
17:8900000-9000000	17	8900000	9000000	112	0.276988	0.294474	Vitvi17g00704	8907983	8919748	+	0	Vitvi17g00704	XP_010663250.1PREDICTED: uncharacterized protein LOC100854642 isoform X2	
17:8900000-9000000	17	8900000	9000000	112	0.276988	0.294474	Vitvi17g04207	8963389	8963856	+	0	Vitvi17g04207	CAN71871.1hypothetical protein VITISV_038161	1.000000
17:8900000-9000000	17	8900000	9000000	112	0.276988	0.294474	Vitvi17g00711	8963987	8971146	+	0	Vitvi17g00711	XP_010663239.1PREDICTED: uncharacterized protein LOC100260312	1.000000
17:8900000-9000000	17	8900000	9000000	112	0.276988	0.294474	Vitvi17g00714	9000201	9004837	+	201	Vitvi17g00714	XP_010663235.1PREDICTED: uncharacterized protein LOC100267211 isoform X2	1.000000
