region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00343	3249300	3250215	+	0	Vitvi11g00343	XP_002284517.1 histone acetyltransferase KAT6B	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01404	3250711	3251510	-	0	Vitvi11g01404	XP_010656330.1PREDICTED: uncharacterized protein LOC104880646	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00344	3251710	3254637	-	0	Vitvi11g00344	XP_002281054.1 putative disease resistance RPP13-like protein 3	2
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01405	3254041	3257583	+	0	Vitvi11g01405	XP_002281062.2PREDICTED: uncharacterized protein LOC100257802 isoform X1	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00346	3262777	3268859	+	0	Vitvi11g00346	XP_010656332.1PREDICTED: uncharacterized protein LOC104880647	1
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g01406	3268938	3269771	+	0	Vitvi11g01406	XP_010656333.1PREDICTED: uncharacterized protein LOC100247556	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00347	3270651	3276229	-	0	Vitvi11g00347	XP_002284542.1 ras-related protein RHN1 isoform X1	2
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g04071	3286546	3286764	+	0	Vitvi11g04071	XP_034699269.1uncharacterized protein LOC117924676	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00348	3289287	3294685	+	0	Vitvi11g00348	CBI28084.3unnamed protein product, partial	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g04072	3296311	3296577	-	0	Vitvi11g04072	KAG5225643.1Ly-6/neurotoxin protein	
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g04073	3299038	3299232	+	0	Vitvi11g04073	RVX11165.1Arabinogalactan peptide 16	1
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00342	3245699	3248788	+	1212	Vitvi11g00342	RVW47547.1 putative ubiquitin-conjugating enzyme E2 37	1
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00349	3304385	3323069	+	4385	Vitvi11g00349	XP_010656334.1 casein kinase 1-like protein HD16	6
11:3250000-3300000	11	3250000	3300000	61	0.338035	0.338035	Vitvi11g00341	3236184	3243564	-	6436	Vitvi11g00341	XP_010656328.1 kinesin-like protein KIN-13B	4
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00829	10406742	10420348	-	0	Vitvi08g00829	XP_010653352.1 stress response protein nst1	
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g04133	10420442	10420998	-	0	Vitvi08g04133	---NA---	
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00833	10432357	10432923	+	0	Vitvi08g00833	XP_019079488.1 anthranilate synthase alpha subunit 2, chloroplastic isoform X3	1
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00834	10440589	10442728	+	0	Vitvi08g00834	XP_002266624.1 adenine/guanine permease AZG1	6
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g04134	10442847	10444319	+	0	Vitvi08g04134	RVW40970.1Adenine/guanine permease AZG1	3
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00835	10457125	10458696	-	0	Vitvi08g00835	RVX00677.1CBL-interacting serine/threonine-protein kinase 14	5
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00836	10474325	10476917	+	0	Vitvi08g00836	XP_002266747.1 U-box domain-containing protein 16	6
8:10400000-10500000	8	10400000	10500000	103	0.291873	0.332262	Vitvi08g00838	10490795	10491091	+	0	Vitvi08g00838	XP_004498234.1alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6-like	1
