region_id	chrom	region_start	region_end	n_snps	mean_window_fst	max_window_fst	gene_id	gene_start	gene_end	strand	distance_to_region_bp	gene_name	description	go_terms
9:450000-500000	9	450000	500000	46	0.354287	0.354287	Vitvi09g00052	488942	501637	+	0	Vitvi09g00052	XP_002271999.1PREDICTED: uncharacterized protein LOC100251482 isoform X1	
9:1450000-1500000	9	1450000	1500000	43	0.322142	0.322142	Vitvi09g04033	1479237	1479509	+	0	Vitvi09g04033	RVX11138.1Retrovirus-related Pol polyprotein from transposon RE1	
9:1450000-1500000	9	1450000	1500000	43	0.322142	0.322142	Vitvi09g00141	1503377	1506487	+	3377	Vitvi09g00141	XP_002276959.1PREDICTED: uncharacterized protein LOC100265274	3.000000
14:3100000-3150000	14	3100000	3150000	55	0.312057	0.312057	Vitvi14g04092	3159146	3159860	+	9146	Vitvi14g04092	RVX18935.1hypothetical protein CK203_007046	
4:5550000-5600000	4	5550000	5600000	55	0.303308	0.303308	Vitvi04g00528	5607917	5613084	-	7917	Vitvi04g00528	XP_002285343.1PREDICTED: uncharacterized protein At2g39795, mitochondrial	5.000000
17:10100000-10350000	17	10100000	10350000	368	0.265384	0.303143	Vitvi17g04234	10141816	10142339	+	0	Vitvi17g04234	CAN73291.1hypothetical protein VITISV_005895	
17:10100000-10350000	17	10100000	10350000	368	0.265384	0.303143	Vitvi17g04235	10160845	10162245	+	0	Vitvi17g04235	CAN82270.1hypothetical protein VITISV_008906	
17:10100000-10350000	17	10100000	10350000	368	0.265384	0.303143	Vitvi17g00815	10351495	10352424	+	1495	Vitvi17g00815	XP_002282787.1PREDICTED: uncharacterized protein LOC100243388	
8:17650000-17750000	8	17650000	17750000	61	0.293032	0.300300	Vitvi08g01500	17755583	17758486	+	5583	Vitvi08g01500	XP_002277252.1PREDICTED: uncharacterized protein LOC100244201	
9:600000-700000	9	600000	700000	92	0.276399	0.298940	Vitvi09g01501	684072	687494	-	0	Vitvi09g01501	XP_010654413.1PREDICTED: uncharacterized protein LOC100249804 isoform X1	2.000000
